point,temps_s,stable,montee_charge,critique,batterie_faible,nominal
1837,3674,7,24,9,7,11
1838,3676,8,23,8,13,10
1839,3678,7,23,6,12,9
1840,3680,6,23,6,11,8
1841,3682,5,23,5,10,7
1842,3684,5,22,5,9,6
1843,3686,4,21,5,9,5
1844,3688,4,21,5,9,6
1845,3690,7,24,8,11,9
1846,3692,6,24,7,10,8
1847,3694,9,23,6,9,8
1848,3696,8,26,6,8,7
1849,3698,7,25,6,20,13
1850,3700,6,25,16,17,11
1851,3702,5,24,16,15,11
1852,3704,5,24,14,19,11
1853,3706,4,22,12,17,10
1854,3708,5,24,13,17,12
1855,3710,5,23,11,15,11
1856,3712,5,23,10,12,10
1857,3714,7,27,10,11,9
1858,3716,8,26,9,11,9
1859,3718,8,25,7,10,8
1860,3720,7,25,7,9,8
1861,3722,6,24,7,8,7
1862,3724,5,32,6,7,6
1863,3726,6,31,8,10,10
1864,3728,5,30,8,8,9
1865,3730,5,28,7,7,8
1866,3732,4,27,6,7,8
1867,3734,4,26,5,7,8
1868,3736,3,25,12,6,7
1869,3738,3,24,10,19,7
1870,3740,4,24,9,16,6
1871,3742,6,24,9,13,6
1872,3744,6,24,11,14,9
1873,3746,5,24,9,12,7
1874,3748,4,24,8,11,8
1875,3750,4,23,7,10,20
1876,3752,3,23,7,9,18
1877,3754,3,23,6,8,15
1878,3756,3,22,6,8,13
1879,3758,4,23,5,7,12
1880,3760,4,22,4,6,11
1881,3762,5,24,7,8,13
1882,3764,4,23,7,7,11
1883,3766,4,23,6,5,18
1884,3768,3,22,5,6,15
1885,3770,3,21,5,5,14
1886,3772,3,22,4,5,12
1887,3774,3,22,4,5,14
1888,3776,3,22,4,5,12
1889,3778,3,22,4,5,10
1890,3780,3,23,7,7,16
1891,3782,3,23,7,7,15
1892,3784,3,23,6,19,12
1893,3786,3,22,6,17,10
1894,3788,3,22,6,14,9
1895,3790,3,22,6,13,8
1896,3792,3,22,5,12,8
1897,3794,3,23,15,11,7
1898,3796,3,22,14,10,21
1899,3798,5,24,20,11,20
1900,3800,4,25,18,10,18
1901,3802,8,24,15,9,15
1902,3804,7,25,14,8,13
1903,3806,10,24,12,13,11
1904,3808,9,23,10,12,9
1905,3810,8,23,8,10,9
1906,3812,6,23,8,9,11
1907,3814,6,23,7,9,9
1908,3816,6,33,9,11,12
1909,3818,6,31,8,10,11
1910,3820,5,29,21,9,11
1911,3822,5,28,17,8,10
1912,3824,4,27,15,7,10
1913,3826,4,26,25,7,9
1914,3828,4,25,22,6,8
1915,3830,4,24,19,7,7
1916,3832,4,23,16,7,7
1917,3834,5,25,17,8,9
1918,3836,4,25,14,8,13
1919,3838,4,25,12,7,18
1920,3840,3,24,12,14,15
1921,3842,3,24,11,12,13
1922,3844,3,28,9,11,11
1923,3846,3,27,8,22,10
1924,3848,3,27,7,20,21
1925,3850,3,26,7,17,18
1926,3852,4,27,10,18,18
1927,3854,5,31,9,15,29
1928,3856,4,30,8,15,26
1929,3858,4,29,8,13,21
1930,3860,9,28,7,12,18
1931,3862,8,27,20,10,15
1932,3864,7,26,17,9,13
1933,3866,6,25,15,8,11
1934,3868,6,25,14,7,9
1935,3870,6,26,16,10,11
1936,3872,5,25,14,8,11
1937,3874,5,24,11,8,10
1938,3876,4,24,10,7,10
1939,3878,4,23,10,6,10
1940,3880,4,23,9,6,9
1941,3882,4,23,16,6,8
1942,3884,4,23,15,5,7
1943,3886,4,23,13,5,7
1944,3888,5,26,14,7,8
1945,3890,4,26,13,6,7
1946,3892,4,25,10,5,7
1947,3894,3,25,9,4,6
1948,3896,3,25,8,7,6
1949,3898,3,24,8,6,5
1950,3900,3,24,7,5,5
1951,3902,2,24,6,4,4
1952,3904,2,24,5,4,4
1953,3906,4,25,8,6,7
1954,3908,3,24,7,5,6
1955,3910,3,23,7,6,6
1956,3912,3,24,6,5,5
1957,3914,3,29,7,5,5
1958,3916,3,27,7,5,4
1959,3918,3,26,19,6,4
1960,3920,3,32,16,5,5
1961,3922,3,30,14,11,5
1962,3924,4,30,15,14,6
1963,3926,4,28,14,12,7
1964,3928,4,27,12,10,6
1965,3930,3,26,10,9,6
1966,3932,3,26,8,19,9
1967,3934,4,26,8,17,7
1968,3936,4,24,7,14,7
1969,3938,4,24,6,13,7
1970,3940,3,24,7,11,7
1971,3942,4,25,7,13,23
1972,3944,3,25,7,10,20
1973,3946,3,24,7,9,17
1974,3948,4,23,6,9,15
1975,3950,4,23,7,7,14
1976,3952,4,23,6,7,12
1977,3954,4,23,6,7,11
1978,3956,3,23,5,7,11
1979,3958,3,23,4,7,10
1980,3960,4,25,7,12,12
1981,3962,4,24,6,10,11
1982,3964,3,23,7,9,10
1983,3966,3,23,7,8,8
1984,3968,3,23,6,12,13
1985,3970,3,23,5,11,11
1986,3972,5,24,6,10,9
1987,3974,4,24,6,12,9
1988,3976,4,24,6,11,9
1989,3978,5,26,8,13,11
1990,3980,5,26,7,12,9
1991,3982,9,25,6,12,7
1992,3984,7,24,6,10,7
1993,3986,6,24,5,9,7
1994,3988,6,24,10,7,6
1995,3990,5,23,13,7,5
1996,3992,5,23,11,7,4
1997,3994,4,23,10,8,4
1998,3996,5,24,17,10,10
1999,3998,4,24,13,9,12
2000,4000,4,24,12,8,9
2001,4002,4,23,11,10,9
2002,4004,3,23,9,8,8
2003,4006,3,23,8,7,8
2004,4008,3,23,14,7,6
2005,4010,5,23,11,6,8
2006,4012,4,23,10,5,7
2007,4014,6,24,13,8,10
2008,4016,5,24,11,7,10
2009,4018,5,24,10,6,9
2010,4020,4,23,9,7,7
2011,4022,4,23,8,10,13
2012,4024,4,23,7,10,11
2013,4026,3,23,6,9,10
2014,4028,3,25,5,8,8
2015,4030,3,24,5,8,7
2016,4032,4,26,9,9,9
2017,4034,4,25,8,8,9
2018,4036,4,24,8,8,8
2019,4038,3,25,8,7,9
2020,4040,3,25,8,7,8
2021,4042,3,24,21,8,7
2022,4044,3,24,27,7,6
2023,4046,3,30,23,7,6
2024,4048,3,28,20,18,6
2025,4050,4,29,19,17,8
2026,4052,4,28,16,14,8
2027,4054,4,28,14,12,7
2028,4056,4,26,13,12,6
2029,4058,6,31,12,11,7
2030,4060,6,30,11,10,20
2031,4062,6,28,9,10,17
2032,4064,5,27,8,8,15
2033,4066,4,27,8,8,13
2034,4068,5,27,9,11,14
2035,4070,5,27,7,10,13
2036,4072,4,26,7,10,12
2037,4074,7,25,6,8,11
2038,4076,6,25,6,7,9
2039,4078,5,25,5,6,10
2040,4080,5,25,9,6,8
2041,4082,4,25,7,5,7
2042,4084,4,24,6,5,7
2043,4086,5,25,9,9,9
2044,4088,5,25,8,8,8
2045,4090,4,25,7,7,21
2046,4092,4,24,7,7,18
2047,4094,4,24,6,7,15
2048,4096,4,24,5,6,12
2049,4098,4,23,4,6,12
2050,4100,3,24,3,7,23
2051,4102,3,23,5,7,20
2052,4104,5,25,8,9,19
2053,4106,4,25,7,8,28
2054,4108,4,26,6,8,33
2055,4110,7,25,6,8,28
2056,4112,6,25,6,7,34
2057,4114,5,25,5,6,29
2058,4116,4,25,4,7,27
2059,4118,4,25,5,7,24
2060,4120,4,24,5,7,19
2061,4122,5,26,8,9,19
2062,4124,10,25,20,7,16
2063,4126,9,25,17,7,14
2064,4128,7,25,15,6,11
2065,4130,6,24,13,5,8
2066,4132,6,24,11,18,8
2067,4134,5,24,9,16,7
2068,4136,5,24,13,13,8
2069,4138,5,24,12,10,7
2070,4140,6,26,14,12,10
2071,4142,5,25,11,11,8
2072,4144,5,24,10,10,8
2073,4146,4,24,10,9,7
2074,4148,4,24,11,8,7
2075,4150,4,24,10,6,7
2076,4152,4,23,10,6,6
2077,4154,5,24,10,5,6
2078,4156,5,25,9,4,5
2079,4158,6,26,11,8,8
2080,4160,5,26,9,8,10
2081,4162,5,26,8,7,9
2082,4164,4,25,7,6,7
2083,4166,4,24,6,8,6
2084,4168,4,24,5,6,5
2085,4170,3,24,5,6,6
2086,4172,3,24,5,5,5
2087,4174,3,24,5,5,5
2088,4176,4,26,6,8,8
2089,4178,4,25,7,8,8
2090,4180,4,25,5,8,20
2091,4182,5,25,5,7,18
2092,4184,5,28,5,6,16
2093,4186,5,28,5,6,14
2094,4188,4,27,15,6,12
2095,4190,4,27,19,6,11
2096,4192,4,27,16,5,8
2097,4194,5,28,17,8,10
2098,4196,6,28,15,17,9
2099,4198,6,30,13,13,8
2100,4200,5,29,11,11,7
2101,4202,5,33,10,10,6
2102,4204,5,31,10,10,5
2103,4206,5,30,10,9,5
2104,4208,5,29,9,8,4
2105,4210,4,28,8,8,9
2106,4212,5,29,16,10,11
2107,4214,5,28,14,13,11
2108,4216,4,28,13,13,22
2109,4218,4,27,12,11,19
2110,4220,4,32,10,10,18
2111,4222,4,30,15,9,16
2112,4224,4,30,13,9,14
2113,4226,3,29,12,7,11
2114,4228,3,28,10,6,10
2115,4230,4,30,12,9,12
2116,4232,4,28,10,9,12
2117,4234,4,27,9,9,11
2118,4236,3,27,9,8,9
2119,4238,3,26,9,7,7
2120,4240,8,26,8,7,6
2121,4242,7,26,8,10,5
2122,4244,6,26,9,8,6
2123,4246,6,25,8,8,7
2124,4248,6,27,10,10,16
2125,4250,5,27,8,8,13
2126,4252,5,27,7,8,12
2127,4254,5,25,7,8,10
2128,4256,4,25,6,7,11
2129,4258,4,24,7,6,10
2130,4260,4,24,6,10,9
2131,4262,3,25,18,9,9
2132,4264,3,25,16,9,8
2133,4266,4,26,24,11,10
2134,4268,4,26,21,10,9
2135,4270,4,26,18,8,8
2136,4272,3,26,16,8,8
2137,4274,3,27,14,8,7
2138,4276,3,26,12,8,7
2139,4278,3,25,9,8,6
2140,4280,3,26,9,13,5
2141,4282,3,25,9,12,6
2142,4284,4,30,9,13,10
2143,4286,4,29,9,12,8
2144,4288,4,28,8,10,9
2145,4290,5,27,6,9,8
2146,4292,5,26,5,9,7
2147,4294,4,26,4,7,6
2148,4296,6,26,4,7,6
2149,4298,5,26,6,8,6
2150,4300,6,30,5,8,6
2151,4302,7,31,8,10,9
2152,4304,6,29,7,10,8
2153,4306,6,28,5,9,7
2154,4308,5,27,4,8,17
2155,4310,8,27,5,14,15
2156,4312,11,26,4,12,13
2157,4314,10,26,4,9,11
2158,4316,8,26,4,22,10
2159,4318,7,26,4,19,8
2160,4320,7,27,7,19,14
2161,4322,6,27,6,17,12
2162,4324,5,27,5,16,10
2163,4326,5,26,8,13,9
2164,4328,4,26,7,12,20
2165,4330,4,26,7,11,17
2166,4332,4,26,7,9,14
2167,4334,4,26,5,7,13
2168,4336,4,26,5,7,12
2169,4338,5,27,8,10,27
2170,4340,5,27,8,9,23
2171,4342,4,26,7,8,19
2172,4344,3,26,7,7,15
2173,4346,3,26,6,9,16
2174,4348,3,29,6,8,14
2175,4350,3,27,5,8,12
2176,4352,6,27,13,7,10
2177,4354,5,26,12,13,10
2178,4356,6,27,20,13,12
2179,4358,5,27,16,12,10
2180,4360,5,27,15,11,10
2181,4362,9,28,13,10,9
2182,4364,8,28,10,10,10
2183,4366,7,28,10,8,8
2184,4368,6,27,8,6,7
2185,4370,5,26,7,6,6
2186,4372,5,26,10,10,5
2187,4374,5,28,14,12,8
2188,4376,5,27,11,14,7
2189,4378,5,27,10,13,6
2190,4380,4,30,8,12,5
2191,4382,4,29,7,10,10
2192,4384,4,29,6,9,9
2193,4386,3,28,7,9,8
2194,4388,3,28,7,7,17
2195,4390,3,27,6,7,15
2196,4392,4,28,7,10,15
2197,4394,4,28,7,10,14
2198,4396,4,27,6,9,12
2199,4398,7,27,6,20,10
2200,4400,6,27,6,17,9
2201,4402,6,26,7,15,8
2202,4404,5,26,6,14,7
2203,4406,5,26,6,12,6
2204,4408,5,26,7,11,7
2205,4410,5,28,12,13,9
2206,4412,5,27,23,11,7
2207,4414,5,26,20,10,6
2208,4416,4,26,16,9,7
2209,4418,4,26,14,8,6
2210,4420,3,26,13,7,7
2211,4422,3,25,12,7,6
2212,4424,3,26,11,6,7
2213,4426,3,33,10,6,6
2214,4428,4,35,11,8,8
2215,4430,4,33,10,7,7
2216,4432,4,32,16,7,7
2217,4434,6,31,13,5,5
2218,4436,5,29,11,5,5
2219,4438,4,28,11,5,5
2220,4440,4,28,10,4,5
2221,4442,4,27,8,4,18
2222,4444,4,35,8,4,16
2223,4446,5,35,10,7,16
2224,4448,4,41,9,6,14
2225,4450,4,38,7,6,12
2226,4452,3,36,7,6,23
2227,4454,3,33,6,5,20
2228,4456,3,33,6,4,17
2229,4458,3,32,6,4,15
2230,4460,3,30,5,4,12
2231,4462,6,29,5,4,10
2232,4464,7,30,18,7,12
2233,4466,6,29,15,5,10
2234,4468,5,28,13,6,9
2235,4470,5,27,11,6,7
2236,4472,4,27,10,5,6
2237,4474,4,27,8,6,6
2238,4476,3,26,8,6,6
2239,4478,3,27,8,5,5
2240,4480,3,27,7,5,5
2241,4482,4,29,9,9,8
2242,4484,4,33,8,8,8
2243,4486,4,31,6,7,13
2244,4488,4,34,6,6,11
2245,4490,3,32,6,5,9
2246,4492,3,31,5,5,8
2247,4494,3,30,5,5,7
2248,4496,3,28,6,6,7
2249,4498,3,27,6,6,7
2250,4500,4,30,9,9,9
2251,4502,4,28,9,8,9
2252,4504,4,28,7,7,8
2253,4506,3,28,6,6,8
2254,4508,8,27,6,11,7
2255,4510,7,30,6,8,9
2256,4512,6,29,5,8,8
2257,4514,5,29,6,7,7
2258,4516,5,28,5,6,7
2259,4518,5,37,8,9,9
2260,4520,5,35,7,7,7
2261,4522,9,33,7,7,17
2262,4524,8,31,5,14,14
2263,4526,7,31,5,13,12
2264,4528,6,30,5,11,11
2265,4530,5,29,4,10,11
2266,4532,5,29,4,9,11
2267,4534,7,28,4,11,10
2268,4536,7,30,6,13,12
2269,4538,6,29,5,11,10
2270,4540,5,29,6,10,9
2271,4542,5,28,16,8,8
2272,4544,4,27,14,7,17
2273,4546,4,27,11,7,15
2274,4548,4,27,10,6,13
2275,4550,4,27,9,5,11
2276,4552,3,27,7,7,9
2277,4554,4,28,9,8,11
2278,4556,8,27,8,8,10
2279,4558,7,27,11,6,22
2280,4560,7,27,9,6,19
2281,4562,8,27,21,11,17
2282,4564,7,28,18,9,15
2283,4566,6,27,15,9,14
2284,4568,5,27,13,7,11
2285,4570,5,26,12,6,23
2286,4572,6,28,14,9,22
2287,4574,5,28,13,8,20
2288,4576,5,27,11,8,18
2289,4578,5,27,13,7,15
2290,4580,4,28,12,6,13
2291,4582,4,27,10,5,18
2292,4584,4,27,9,5,16
2293,4586,4,27,8,5,14
2294,4588,4,27,10,6,11
2295,4590,4,29,12,10,12
2296,4592,4,28,11,9,10
2297,4594,3,27,10,8,8
2298,4596,4,26,14,8,8
2299,4598,4,26,12,15,8
2300,4600,3,26,10,13,21
2301,4602,8,26,10,12,17
2302,4604,7,26,9,10,15
2303,4606,6,27,8,10,15
2304,4608,7,28,9,12,15
2305,4610,6,27,8,11,12
2306,4612,5,27,8,10,11
2307,4614,4,27,8,15,11
2308,4616,4,27,8,13,10
2309,4618,4,26,7,12,8
2310,4620,4,26,7,15,7
2311,4622,3,26,6,14,6
2312,4624,3,26,6,13,7
2313,4626,4,33,8,15,9
2314,4628,4,32,7,13,8
2315,4630,4,30,7,12,7
2316,4632,3,30,20,11,7
2317,4634,4,29,17,10,6
2318,4636,4,29,17,9,6
2319,4638,4,28,15,8,4
2320,4640,3,28,13,7,5
2321,4642,3,27,11,6,5
2322,4644,4,29,13,9,8
2323,4646,5,29,13,8,8
2324,4648,5,29,12,8,7
2325,4650,4,28,12,7,7
2326,4652,4,28,10,7,6
2327,4654,4,27,9,5,6
2328,4656,3,27,8,5,6
2329,4658,3,27,8,5,6
2330,4660,3,28,7,5,12
2331,4662,4,29,9,8,14
2332,4664,4,29,10,7,13
2333,4666,4,29,9,7,12
2334,4668,3,36,10,15,11
2335,4670,3,34,9,20,10
2336,4672,4,33,9,18,10
2337,4674,3,32,10,16,9
2338,4676,4,36,9,14,9
2339,4678,4,34,16,13,8
2340,4680,5,35,17,14,9
2341,4682,5,33,24,12,8
2342,4684,4,32,20,11,7
2343,4686,4,31,17,10,6
2344,4688,4,31,14,21,6
2345,4690,4,30,13,17,6
2346,4692,3,29,11,15,9
2347,4694,3,29,10,12,8
2348,4696,3,31,9,11,7
2349,4698,4,32,11,12,9
2350,4700,3,33,10,11,8
2351,4702,3,31,9,10,8
2352,4704,4,31,7,9,6
2353,4706,4,31,7,8,6
2354,4708,4,30,6,8,6
2355,4710,4,28,6,7,5
2356,4712,4,28,5,6,4
2357,4714,4,28,7,6,5
2358,4716,5,29,10,10,7
2359,4718,4,29,8,8,7
2360,4720,4,28,8,7,6
2361,4722,3,28,7,7,10
2362,4724,3,28,7,6,8
2363,4726,3,28,5,11,7
2364,4728,3,28,5,10,7
2365,4730,4,28,5,9,5
2366,4732,3,28,6,8,6
2367,4734,4,30,9,10,9
2368,4736,4,29,9,9,8
2369,4738,4,28,12,9,9
2370,4740,4,28,25,9,9
2371,4742,3,27,20,21,9
2372,4744,4,28,23,18,9
2373,4746,3,28,20,15,8
2374,4748,8,28,18,12,7
2375,4750,7,28,15,11,8
2376,4752,8,30,16,12,11
2377,4754,6,29,13,10,10
2378,4756,6,33,12,10,9
2379,4758,6,32,10,9,8
2380,4760,5,38,9,8,8
2381,4762,4,36,8,8,7
2382,4764,4,34,7,8,7
2383,4766,4,33,7,7,13
2384,4768,4,32,6,6,11
2385,4770,4,32,9,9,13
2386,4772,4,31,8,8,11
2387,4774,4,30,7,21,9
2388,4776,4,29,6,24,8
2389,4778,4,29,5,21,8
2390,4780,3,29,5,18,7
2391,4782,3,28,5,16,7
2392,4784,3,27,17,22,6
2393,4786,3,31,15,18,7
2394,4788,4,32,16,18,10
2395,4790,3,31,13,16,8
2396,4792,3,30,12,15,7
2397,4794,3,30,9,13,7
2398,4796,3,30,8,13,6
2399,4798,3,29,7,12,6
2400,4800,5,29,7,11,6
2401,4802,5,29,7,11,5
2402,4804,4,29,7,10,6
2403,4806,5,31,9,11,8
2404,4808,5,30,8,10,6
2405,4810,5,30,8,9,6
2406,4812,4,29,8,8,6
2407,4814,8,29,7,7,6
2408,4816,7,28,6,7,6
2409,4818,6,29,5,19,6
2410,4820,6,28,6,16,6
2411,4822,5,28,7,14,5
2412,4824,10,29,11,16,8
2413,4826,8,29,10,14,7
2414,4828,7,29,9,12,8
2415,4830,7,28,8,11,7
2416,4832,6,29,13,10,7
2417,4834,8,29,12,9,6
2418,4836,7,29,14,8,6
2419,4838,6,31,11,7,5
2420,4840,5,30,10,6,5
2421,4842,6,32,11,8,7
2422,4844,5,31,10,8,6
2423,4846,5,31,10,8,7
2424,4848,4,30,8,8,6
2425,4850,6,29,11,8,6
2426,4852,5,29,10,7,5
2427,4854,5,29,10,18,4
2428,4856,5,35,9,14,5
2429,4858,4,33,8,13,5
2430,4860,5,34,10,28,8
2431,4862,5,32,9,23,19
2432,4864,5,31,9,19,17
2433,4866,4,30,8,17,17
2434,4868,4,30,7,14,15
2435,4870,4,29,11,12,13
2436,4872,4,29,10,12,11
2437,4874,3,29,10,10,10
2438,4876,3,29,8,9,9
2439,4878,4,30,11,12,11
2440,4880,4,29,10,11,10
2441,4882,4,29,9,10,19
2442,4884,3,29,8,9,30
2443,4886,3,29,7,8,26
2444,4888,3,28,6,7,22
2445,4890,3,28,6,6,19
2446,4892,3,28,6,6,16
2447,4894,2,27,5,13,14
2448,4896,4,29,7,14,14
2449,4898,4,29,7,13,12
2450,4900,4,28,6,25,10
2451,4902,3,28,6,21,10
2452,4904,3,28,5,18,8
2453,4906,3,28,6,15,8
2454,4908,3,28,6,14,7
2455,4910,3,28,6,13,18
2456,4912,3,28,6,10,14
2457,4914,4,30,8,11,15
2458,4916,4,30,7,9,13
2459,4918,3,29,6,9,12
2460,4920,4,29,6,8,11
2461,4922,3,29,6,8,10
2462,4924,3,29,6,7,8
2463,4926,3,28,13,13,9
2464,4928,3,29,11,12,7
2465,4930,3,28,9,11,6
2466,4932,4,30,11,13,9
2467,4934,3,30,23,11,8
2468,4936,3,29,19,9,12
2469,4938,6,29,15,8,11
2470,4940,5,28,13,7,10
2471,4942,5,28,12,6,9
2472,4944,4,28,11,13,8
2473,4946,4,28,10,11,8
2474,4948,4,28,10,20,8
2475,4950,5,29,12,21,13
2476,4952,5,29,10,17,11
2477,4954,4,29,9,15,9
2478,4956,4,28,13,14,8
2479,4958,4,29,11,11,7
2480,4960,3,28,11,10,7
2481,4962,3,27,10,8,7
2482,4964,3,27,7,8,7
2483,4966,3,27,6,10,8
2484,4968,4,29,8,12,23
2485,4970,4,30,9,11,21
2486,4972,4,29,8,9,18
2487,4974,4,29,7,8,15
2488,4976,4,29,6,7,13
2489,4978,7,29,5,7,16
2490,4980,6,29,5,6,26
2491,4982,6,28,4,7,36
2492,4984,6,29,5,7,30
2493,4986,6,30,8,9,28
2494,4988,6,30,7,8,24
2495,4990,5,29,6,7,21
2496,4992,5,29,6,7,17
2497,4994,4,29,5,6,16
2498,4996,4,29,10,6,25
2499,4998,4,34,9,5,22
2500,5000,3,34,22,5,19
2501,5002,4,33,19,5,16
2502,5004,5,34,18,8,16
2503,5006,4,33,15,7,20
2504,5008,4,35,14,6,17
2505,5010,4,41,13,5,14
2506,5012,4,38,11,4,13
2507,5014,4,37,9,4,12
2508,5016,3,35,7,4,10
2509,5018,3,32,6,4,9
2510,5020,3,36,4,3,14
2511,5022,4,35,7,6,14
2512,5024,4,34,20,5,12
2513,5026,4,34,17,5,11
2514,5028,5,33,15,6,16
2515,5030,5,32,13,5,14
2516,5032,5,31,11,5,12
2517,5034,4,30,9,4,12
2518,5036,4,30,9,4,10
2519,5038,3,29,7,4,9
2520,5040,4,31,9,7,11
2521,5042,3,31,9,8,11
2522,5044,3,30,8,8,9
2523,5046,3,30,7,6,9
2524,5048,6,30,7,18,8
2525,5050,5,29,5,14,7
2526,5052,4,28,5,13,6
2527,5054,7,33,4,12,5
2528,5056,7,32,4,11,5
2529,5058,7,32,7,13,7
2530,5060,6,32,13,12,7
2531,5062,7,31,10,11,6
2532,5064,9,30,9,10,5
2533,5066,8,29,8,9,5
2534,5068,10,29,7,9,6
2535,5070,9,29,7,8,6
2536,5072,7,29,11,7,6
2537,5074,6,29,11,6,6
2538,5076,6,30,14,8,7
2539,5078,6,30,12,8,6
2540,5080,5,30,11,10,5
2541,5082,6,30,10,8,15
2542,5084,5,32,9,9,15
2543,5086,4,32,9,8,13
2544,5088,4,33,9,8,10
2545,5090,4,33,8,12,9
2546,5092,3,32,8,10,9
2547,5094,4,33,11,13,11
2548,5096,4,32,9,12,10
2549,5098,4,31,7,10,9
2550,5100,4,31,7,9,7
2551,5102,4,30,20,8,7
2552,5104,4,29,17,7,7
2553,5106,3,29,15,6,7
2554,5108,3,29,13,5,7
2555,5110,3,28,12,5,9
2556,5112,5,30,14,7,10
2557,5114,4,29,12,7,9
2558,5116,7,29,10,6,10
2559,5118,7,28,9,6,9
2560,5120,6,28,22,5,8
2561,5122,5,28,19,6,7
2562,5124,5,29,16,6,6
2563,5126,4,29,14,5,18
2564,5128,3,28,12,6,15
2565,5130,4,30,14,14,23
2566,5132,4,30,12,13,21
2567,5134,6,30,10,11,17
2568,5136,5,30,9,9,26
2569,5138,6,29,9,21,21
2570,5140,6,33,7,17,18
2571,5142,5,32,7,15,17
2572,5144,5,30,6,13,15
2573,5146,4,30,6,11,12
2574,5148,6,31,8,12,13
2575,5150,5,31,7,11,11
2576,5152,5,30,6,9,11
2577,5154,4,30,5,8,18
2578,5156,4,30,5,20,22
2579,5158,4,30,5,17,18
2580,5160,5,30,5,15,15
2581,5162,4,29,5,14,13
2582,5164,4,29,4,12,11
2583,5166,5,30,7,12,13
2584,5168,5,31,6,11,25
2585,5170,9,31,7,23,21
2586,5172,8,31,6,19,19
2587,5174,6,31,6,22,17
2588,5176,5,31,9,18,15
2589,5178,5,33,9,15,13
2590,5180,4,32,9,13,11
2591,5182,4,31,8,10,10
2592,5184,7,32,10,12,12
2593,5186,7,31,9,11,10
2594,5188,6,31,6,10,10
2595,5190,5,31,6,8,9
2596,5192,4,31,6,7,8
2597,5194,4,33,5,7,8
2598,5196,4,32,5,6,7
2599,5198,4,31,5,7,7
2600,5200,3,31,5,6,6
2601,5202,5,32,8,9,7
2602,5204,4,32,6,8,7
2603,5206,4,32,6,8,6
2604,5208,3,31,6,8,6
2605,5210,3,31,6,8,6
2606,5212,4,30,6,6,5
2607,5214,3,33,6,6,5
2608,5216,3,32,17,6,5
2609,5218,3,32,16,6,4
2610,5220,4,33,16,9,7
2611,5222,3,32,15,9,6
2612,5224,3,32,13,7,6
2613,5226,3,32,12,7,5
2614,5228,3,32,10,6,4
2615,5230,2,31,10,6,5
2616,5232,3,31,10,6,4
2617,5234,3,31,9,6,4
2618,5236,3,30,8,6,15
2619,5238,8,32,11,8,16
2620,5240,7,32,10,9,14
2621,5242,6,31,10,6,12
2622,5244,6,31,9,6,11
2623,5246,5,30,8,6,10
2624,5248,7,30,7,6,9
2625,5250,6,30,7,6,9
2626,5252,6,30,7,6,14
2627,5254,5,38,7,6,14
2628,5256,5,39,9,9,14
2629,5258,5,38,10,8,13
2630,5260,4,36,9,6,11
2631,5262,5,35,8,5,10
2632,5264,5,33,8,6,9
2633,5266,5,33,7,6,8
2634,5268,4,32,7,6,12
2635,5270,4,32,7,6,10
2636,5272,4,34,6,6,9
2637,5274,4,43,9,15,11
2638,5276,4,41,8,14,9
2639,5278,4,39,8,15,16
2640,5280,4,37,7,13,14
2641,5282,4,35,7,11,11
2642,5284,4,34,7,11,20
2643,5286,4,37,6,9,17
2644,5288,4,36,6,7,16
2645,5290,4,38,6,7,14
2646,5292,4,39,8,9,14
2647,5294,4,37,6,8,12
2648,5296,4,35,7,7,11
2649,5298,3,34,6,7,10
2650,5300,3,33,6,11,9
2651,5302,3,32,5,10,8
2652,5304,3,32,5,8,7
2653,5306,3,31,4,7,7
2654,5308,3,31,4,7,8
2655,5310,4,32,7,9,11
2656,5312,4,31,8,8,8
2657,5314,4,31,8,7,8
2658,5316,3,31,7,7,6
2659,5318,4,30,5,6,5
2660,5320,4,29,6,6,5
2661,5322,4,29,10,6,4
2662,5324,3,30,9,5,4
2663,5326,3,30,9,7,3
2664,5328,4,31,11,9,7
2665,5330,4,31,10,8,7
2666,5332,4,30,10,8,6
2667,5334,4,31,8,8,6
2668,5336,4,31,8,6,6
2669,5338,6,30,8,7,6
2670,5340,5,31,6,12,6
2671,5342,5,31,20,11,5
2672,5344,4,30,18,10,4
2673,5346,5,32,18,12,6
2674,5348,5,32,15,10,5
2675,5350,5,33,14,9,4
2676,5352,4,31,11,9,17
2677,5354,4,31,10,7,15
2678,5356,4,30,7,8,14
2679,5358,3,30,8,7,12
2680,5360,3,30,7,7,9
2681,5362,3,29,7,7,9
2682,5364,4,31,13,9,10
2683,5366,4,30,11,9,9
2684,5368,3,30,10,8,8
2685,5370,3,30,9,8,8
2686,5372,3,30,8,7,7
2687,5374,3,30,7,6,7
2688,5376,3,29,7,6,7
2689,5378,3,29,6,6,7
2690,5380,3,28,6,5,6
2691,5382,3,31,22,8,9
2692,5384,3,31,19,7,8
2693,5386,3,31,16,8,8
2694,5388,2,31,14,8,15
2695,5390,2,31,12,7,13
2696,5392,3,31,10,7,13
2697,5394,2,31,9,6,11
2698,5396,2,31,9,7,9
2699,5398,2,30,9,7,22
2700,5400,4,33,10,10,21
2701,5402,3,32,23,9,18
2702,5404,4,32,20,8,20
2703,5406,4,32,17,7,17
2704,5408,3,40,14,6,15
2705,5410,4,37,13,8,12
2706,5412,3,35,11,7,24
2707,5414,3,34,11,5,20
2708,5416,3,34,10,5,17
2709,5418,4,34,15,8,18
